"1","0.0","1.0","0.0","0.29238041595804914","0.0","0.0","0.0","1.0","0.0","0.29238041595804914","14.0","2280715.0","0.0","1.0","0.0","0.29238041595804914","6.0","4663934.0","0.0","1.0","0.0","0.29238041595804914","5.0","155388.0","0.0","1.0","0.0","0.29238041595804914","7.0","91596.0"
"2","0.0","1.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","7.0","61838.0","0.0","1.0","0.0","0.0","5.0","440983.0"
"2","0.0","1.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","5.0","628079.0"
"2","0.0","1.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","5.0","642223.0"
"1","0.0","1.0","3.0","1.8550337827306764","0.0","0.0","0.0","1.0","3.0","1.8550337827306764","0.0","0.0","0.0","1.0","3.0","1.8550337827306764","14.0","749915.0","0.0","1.0","3.0","1.8550337827306764","5.0","2644291.0","0.0","1.0","3.0","1.8550337827306764","7.0","75112.0"
"1","0.0","1.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","14.0","870465.0","0.0","1.0","0.0","0.0","5.0","2809450.0","0.0","1.0","0.0","0.0","7.0","655627.0"
"1","0.0","1.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","7.0","656375.0","0.0","1.0","0.0","0.0","5.0","2811350.0"
"1","0.0","1.0","0.0","0.0","3.0","2531891.0","0.0","1.0","0.0","0.0","1.0","34956.0","0.0","1.0","0.0","0.0","5.0","3075071.0","0.0","1.0","0.0","0.0","7.0","668205.0","0.0","1.0","0.0","0.0","3.0","1859068.0"
"1","0.0","1.0","0.0","0.0","3.0","1950727.0","0.0","1.0","0.0","0.0","3.0","2624681.0","0.0","1.0","0.0","0.0","4.0","1776779.0","0.0","1.0","0.0","0.0","5.0","3128066.0","0.0","1.0","0.0","0.0","7.0","676508.0"
"1","0.0","1.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","7.0","792537.0","0.0","1.0","0.0","0.0","14.0","952494.0","0.0","1.0","0.0","0.0","5.0","3678411.0"
"1","0.0","1.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","5.0","4240429.0","0.0","1.0","0.0","0.0","7.0","795767.0","0.0","1.0","0.0","0.0","3.0","2057304.0","0.0","1.0","0.0","0.0","14.0","961473.0"
